Dagba;dgk
Dagoman;dgn
Dogrib;dgr
Ntra'ngith;dgt
Daungwurrung;dgw
Doghoro;dgx
Daga;dgz
Dhangu;dhg
Dhundhari;dhd
Dhimal;dhi
Dhalandji;dhl
Zemba;dhm
Dhodia;dho
Tharrgari;dhr
Dhaiso;dhs
Dhurga;dhu
Drehu;dhv
Danuwar;dhw
Dhungaloo;dhx
Dia;dia
South Central Dinka;dib
Lakota Dida;dic
Didinga;did
Dieri;dif
Digo;dig
Dimbong;dii
Dai;dij
Southwestern Dinka;dik
Dilling;dil
Dinka;din
Dibo;dio
Northeastern Dinka;dip
Dirim;dir
Dimasa;dis
Gciriku;diu
Northwestern Dinka;diw
Dixon Reef;dix
Ding;diz
Djadjawurrung;dja
Djinba;djb
Dar Daju Daju;djc
Jaminjung;djd
Zarma;dje
Djangun;djf
Djinang;dji
Ndjébbana;djj
Aukan;djk
Djiwarli;djl
Jamsay;djm
Djauan;djn
Djambarrpuyngu;djr
Kapriman;dju
Djawi;djw
Dakpa;dka
Southeastern Dinka;dks
Mazagway;dkx
Dolgan;dlg
Dahalik;dlk
Dalmatian;dlm
Darlong;dln
Duma;dma
Mombo Dogon;dmb
Gavak;dmc
Madhi Madhi;dmd
Dugwor;dme
Medefaidrin;dmf
Upper Kinabatangan;dmg
Domaaki;dmk
Dama (Nigeria);dmm
Kemezung;dmo
East Damar;dmr
Dampelas;dms
Dubu;dmu
Dumpas;dmv
Mudburra;dmw
Dema;dmx
Demta;dmy
Upper Grand Valley Dani;dna
Daonda;dnd
Ndendeule;dne
Dungan;dng
Lower Grand Valley Dani;dni
Dan;dnj
Dengka;dnk
Dzuun;dnn
Danaru;dnr
Mid Grand Valley Dani;dnt
Danu;dnv
Western Dani;dnw
Dení;dny
Dom;doa
Dobu;dob
Northern Kam;doc
Doe;doe
Domu;dof
Dong;doh
Dogri;doi
Dondo;dok
Doso;dol
Doura;don
Dongo;doo
Lukpa;dop
Dominican Sign Language;doq
Dori'o;dor
Dogosé;dos
Dass;dot
Toka-Leya;dov
Doyayo;dow
Bussa;dox
Dompo;doy
Dorze;doz
Papar;dpp
Dair;drb
Minderico;drc
Rungus;drg
Lela;dri
Baagandji;drl
West Damar;drn
Daro-Matu Melanau;dro
Dura;drq
Gedeo;drs
Rukai;dru
Darai;dry
Lower Sorbian;dsb
Dutch Sign Language;dse
Daasanach;dsh
Disa;dsi
Danish Sign Language;dsl
Dusner;dsn
Desiya;dso
Tadaksahak;dsq
Daur;dta
Labuk-Kinabatangan Kadazan;dtb
Ditidaht;dtd
Adithinngithigh;dth
Ana Tinga Dogon;dti
Tene Kan Dogon;dtk
Tomo Kan Dogon;dtm
Tommo So;dto
Central Dusun;dtp
Lotud;dtr
Toro So Dogon;dts
Toro Tegu Dogon;dtt
Tebul Ure Dogon;dtu
Doteli;dty
Duala;dua
Duna;duc
Umiray Dumaget Agta;due
Dumbea;duf
Chiduruma;dug
Dungra Bhil;duh
Dumun;dui
Uyajitaya;duk
Alabat Island Agta;dul
Middle Dutch;dum
Dusun Deyah;dun
Dupaningan Agta;duo
Duano;dup
Dusun Malang;duq
Dii;dur
Dumi;dus
Drung;duu
Duvle;duv
Dusun Witu;duw
Duun;dux
Dicamay Agta;duy
Duli;duz
Duau;dva
Diri;dwa
Dawro;dwr
Dhuwal;dwu
Dawawa;dww
Dhuwaya;dwy
Dyan;dya
Dyaberdyaber;dyb
Dyugun;dyd
Villa Viciosa Agta;dyg
Djimini;dyi
Yanda Dogon;dym
Dyangadi;dyn
Jola-Fonyi;dyo
Dyula;dyu
Dyaabugay;dyy
Tunzu;dza
Dazaga;dzg
Dzala;dzl
Dzando;dzn
Ebughu;ebg
Eastern Bontoc;ebk
Ebrié;ebr
Embu;ebu
Ecuadorian Sign Language;ecs
E;eee
Efai;efa
Efe;efe
Efik;efi
Ega;ega
Emilian;egl
Eggon;ego
Egyptian;egy
Ehueun;ehu
Eipomek;eip
Eitiep;eit
Askopan;eiv
Ejamat;eja
Ekajuk;eka
Ekit;eke
Ekari;ekg
Eki;eki
Kolhe;ekl
Elip;ekm
Koti;eko
Ekpeye;ekp
Yace;ekr
Eastern Kayah;eky
Elepi;ele
El Hugeirat;elh
Nding;eli
Elkei;elk
Eleme;elm
El Molo;elo
Elu;elu
Elamite;elx
Emai;ema
Embaloh;emb
Emerillon;eme
Eastern Meohang;emg
Mussau-Emira;emi
Eastern Maninkakan;emk
Mamulique;emm
Eman;emn
Northern Emberá;emp
Alutiiq;ems
Emplawas;emw
Erromintxela;emx
Epigraphic Mayan;emy
Apali;ena
Markweeta;enb
En;enc
Ende;end
Forest Enets;enf
Tundra Enets;enh
Enlhet;enl
Middle English;enm
Engenni;enn
Enggano;eno
Enga;enq
Enwan;env
Enwang;enw
Enxet;enx
Eotile;eot
Epie;epi
Eravallan;era
Sie;erg
Eruwa;erh
Ogea;eri
South Efate;erk
Erre;err
Ersu;ers
Eritai;ert
Erokwanas;erw
Ese Ejja;ese
Eshtehardi;esh
Esuma;esm
Salvadoran Sign Language;esn
Estonian Sign Language;eso
Esselen;esq
Central Siberian Yupik;ess
Yup'ik;esu
Eskayan;esy
Etebi;etb
Etchemin;etc
Eton (Vanuatu);etn
Eton (Cameroon);eto
Edolo;etr
Yekhee;ets
Etruscan;ett
Ejagham;etu
Eten;etx
Semimi;etz
Even;eve
Uvbie;evh
Evenki;evn
Ewondo;ewo
Extremaduran;ext
Eyak;eya
Keiyo;eyo
Ezaa;eza
Uzekwe;eze
Fasu;faa
Annobonese;fab
Wagi;fad
Fagani;faf
Finongan;fag
Baissa Fali;fah
Faiwol;fai
Faita;faj
Fang (Beboid);fak
South Fali;fal
Fam;fam
Fang (Bantu);fan
Palor;fap
Fataleka;far
Fayu;fau
Fala;fax
West Albay Bikol;fbl
Quebec Sign Language;fcs
Feroge;fer
Foia Foia;ffi
Fongoro;fgr
Nobiin;fia
Fyer;fie
Fipa;fip
Firan;fir
Meänkieli;fit
Fiwaga;fiw
Kirya-Konzel;fkk
Kven;fkv
Montana Salish;fla
Foau;flh
Fali;fli
North Fali;fll
Flinders Island;fln
Fuliiru;flr
Tsotsitaal;fly
Fe'fe';fmp
Fanagalo;fng
Fania;fni
Foodo;fod
Foi;foi
Foma;fom
Fon;fon
Fore;for
Siraya;fos
Pichinglis;fpe
Fas;fqs
Fordata;frd
Middle French;frm
Old French;fro
Franco-Provençal;frp
Forak;frq
North Frisian;frr
Fortsenal;frt
Finnish Sign Language;fse
French Sign Language;fsl
Finnish-Swedish Sign Language;fss
East Futuna;fud
Ko;fuj
Fum;fum
Fulniô;fun
Friulian;fur
Futuna-Aniwa;fut
Furu;fuu
Fuyug;fuy
Fur;fvr
Fwâi;fwa
Fwe;fwe
Ga;gaa
Gabri;gab
Mixed Great Andamanese;gac
Gaddang;gad
Warekena;gae
Gende;gaf
Gagauz;gag
Alekano;gah
Borei;gai
Gadsup;gaj
Gamkonora;gak
Galoli;gal
Kandawo;gam
Gan;gan
Gants;gao
Gal;gap
Galeya;gar
Adiwasi Garasia;gas
Kenati;gat
Kondekor;gau
Nobonob;gaw
Gayo;gay
Kaytetye;gbb
Karadjeri;gbd
Niksek;gbe
Gaikundi;gbf
Gbanziri;gbg
Defi Gbe;gbh
Galela;gbi
Bodo Gadaba;gbj
Gaddi;gbk
Gamit;gbl
Garhwali;gbm
Mo'da;gbn
Northern Grebo;gbo
Gbaya-Bossangoa;gbp
Gbaya-Bozoum;gbq
Gbagyi;gbr
Gbesi Gbe;gbs
Gagadu;gbu
Gbanu;gbv
Gabi;gbw
Eastern Xwla Gbe;gbx
Gbari;gby
Mali;gcc
Ganggalida;gcd
Galice;gce
Antillean Creole;gcf
Grenadian Creole English;gcl
Gaina;gcn
Guianese Creole;gcr
Colonia Tovar German;gct
Ollari;gdb
Gugu Badhun;gdc
Gedaged;gdd
Gude;gde
Guduf-Gava;gdf
Ga'dang;gdg
Gadjerawang;gdh
Gundi;gdi
Kurtjar;gdj
Gadang;gdk
Dirasha;gdl
Laal;gdm
Umanakaina;gdn
Godoberi;gdo
Mehri;gdq
Wipi;gdr
Kungardutyi;gdt
Gudu;gdu
Godwari;gdx
Geruma;gea
Kire;geb
Gboloo Grebo;gec
Gade;ged
Gengle;geg
Hutterisch;geh
Gebe;gei
Gen;gej
Gerka;gek
Fakkanci;gel
Geme;geq
Geser-Gorom;ges
Viya;gev
Gera;gew
Garre;gex
Enya;gey
Ge'ez;gez
Patpatar;gfk
Gafat;gft
Gao;gga
Gbii;ggb
Gugadj;ggd
Guragone;gge
Gurgula;ggg
Kungarakany;ggk
Ganglau;ggl
Eastern Gurung;ggn
Gitua;ggt
Gban;ggu
Gogodala;ggw
Ghadames;gha
Classical Gaelic;ghc
Southern Ghale;ghe
Northern Ghale;ghh
Ghulfan;ghl
Ghanongga;ghn
Ghomara;gho
Guhu-Samane;ghs
Kutang Ghale;ght
Kitja;gia
Gibanawa;gib
Gidar;gid
Guébie;gie
Goaria;gig
Githabul;gih
Gilbertese;gil
Gimi (Goroka);gim
Hinukh;gin
Gitxsan;git
Gilima;gix
Geji;gji
Gonja;gjn
Gurindji Kriol;gjr
Gojri;gju
Guya;gka
Magɨ;gkd
Gokana;gkn
Kok-Nar;gko
Guinea Kpelle;gkp
Nanai;gld
Northwest Pashayi;glh
Gilaki;glk
Galambu;glo
Glavda;glw
Gambera;gma
Gula'alaa;gmb
Magiyi;gmg
Middle High German;gmh
Middle Low German;gml
Gbaya-Mbodomo;gmm
Gimnime;gmn
Gumalu;gmu
Gamo;gmv
Mycenaean Greek;gmy
Mgbo;gmz
Zulgo-Gemzek;gnd
Ganang;gne
Gooniyandi;gni
Ngen of Djonkro;gnj
ǁGana;gnk
Gumatj;gnn
Gana;gnq
Western Bolivian Guaraní;gnw
Ganzi;gnz
Guro;goa
Gorakor;goc
Gofa;gof
Gogo;gog
Old High German;goh
Gobasi;goi
Gola;gol
Gondi;gon
Gone Dau;goo
Yeretuar;gop
Gorap;goq
Gorontalo;gor
Gothic;got
Goo;gov
Gozarkhani;goz
Gupa-Abawa;gpa
Ga'anda;gqa
Kinikinao;gqn
Gor;gqr
Rajput Garasia;gra
Grebo;grb
Ancient Greek;grc
Guruntum;grd
Madi;grg
Gbiri-Niragu;grh
Ghari;gri
Southern Grebo;grj
Kota Marudu Talantang;grm
Gorovu;grq
Gresi;grs
Garo;grt
Kistane;gru
Central Grebo;grv
Gweda;grw
Guriaso;grx
Barclayville Grebo;gry
Guramalum;grz
Ghanaian Sign Language;gse
German Sign Language;gsg
Gusilay;gsl
Guatemalan Sign Language;gsm
Gusan;gsn
Southwest Gbaya;gso
Wasembo;gsp
Alemannic German;gsw
Guató;gta
Aghu Tharrnggala;gtu
Shiki;gua
Guajajára;gub
Wayuu;guc
Yocoboué Dida;gud
Gurindji;gue
Gupapuyngu;guf
Paraguayan Guaraní;gug
Guahibo;guh
Eastern Bolivian Guaraní;gui
Gumuz;guk
Gullah;gul
Guambiano;gum
Mbyá Guaraní;gun
Guayabero;guo
Gunwinggu;gup
Aché;guq
Farefare;gur
Guinean Sign Language;gus
Maléku Jaíka;gut
Yanomamö;guu
Gey;guv
Gun;guw
Gourmanchéma;gux
Gusii;guz
Kaskihá;gva
Guanano;gvc
Duwet;gve
Golin;gvf
Guajá;gvj
Gulay;gvl
Gurmana;gvm
Kuku-Yalanji;gvn
Gavião do Jiparaná;gvo
Pará Gavião;gvp
Western Gurung;gvr
Gumawana;gvs
Guyani;gvy
Mbato;gwa
Gwa;gwb
Kalami;gwc
Gawwada;gwd
Gweno;gwe
Gowro;gwf
Moo;gwg
Gwich'in;gwi
Gcwi;gwj
Awngthim;gwm
Gwandara;gwn
Gwere;gwr
Gawar-Bati;gwt
Guwamu;gwu
Kwini;gww
Gua;gwx
Wè Southern;gxx
Northwest Gbaya;gya
Garus;gyb
Kayardild;gyd
Gyem;gye
Gungabula;gyf
Gbayi;gyg
Gyele;gyi
Gayil;gyl
Ngäbere;gym
Guyanese Creole English;gyn
Guarayu;gyr
Gunya;gyy
Ganza;gza
Gane;gzn
Hän;haa
Hanoi Sign Language;hab
Gurani;hac
Hanga;hag
Hahon;hah
Haida;hai
Hajong;haj
Hakka;hak
Halang;hal
Hakö;hao
Harari;har
Haisla;has
Havu;hav
Hawaiian;haw
Southern Haida;hax
Haya;hay
Hamba;hba
Habu;hbu
Andaman Creole Hindi;hca
Huichol;hch
Northern Haida;hdn
Honduras Sign Language;hds
Hadiyya;hdy
Northern Qiandong Miao;hea
Helong;heg
Hehe;heh
Heiltsuk;hei
Haiǁom;hgm
Haigwai;hgw
Hoyahoya;hhy
Lamang;hia
Hidatsa;hid
Fiji Hindi;hif
Hiligaynon;hil
Hittite;hit
Hiw;hiw
Hixkaryana;hix
Kahe;hka
Hunde;hke
Halia;hla
Halbi;hlb
Southern Mashan Hmong;hma
A-Hmao;hmd
Ge;hmj
Yemaek;hmk
Hmar;hmr
Hamtai;hmt
Southern Hindko;hnd
Chhattisgarhi;hne
ǁAni;hnh
Hani;hni
Green Hmong;hnj
Hainanese;hnm
Hanunoo;hnn
Northern Hindko;hno
Caribbean Hindustani;hns
Hoava;hoa
Austronesian Mari;hob
Ho;hoc
Holma;hod
Horom;hoe
Hobyót;hoh
Holikachuk;hoi
Hadothi;hoj
Holu;hol
Homa;hom
Holoholo;hoo
Hopi;hop
Ho Chi Minh City Sign Language;hos
Hote;hot
Hpon;hpo
Hawai'i Pidgin Sign Language;hps
Niwer Mil;hrc
Hrê;hre
Haroi;hro
Hértevin;hrt
Warwar Feni;hrw
Hunsrik;hrx
Harzani;hrz
Upper Sorbian;hsb
Hungarian Sign Language;hsh
Hausa Sign Language;hsl
Xiang;hsn
Harsusi;hss
Hoti;hti
Minica Huitoto;hto
Hadza;hts
Hitu;htu
Huambisa;hub
ǂHoan;huc
Huaulu;hud
Humene;huf
Huachipaeri;hug
Huilliche;huh
Huli;hui
Hula;hul
Hupa;hup
Halkomelem;hur
Wastek;hus
Murui Huitoto;huu
Huave;huv
Hukumina;huw
Nüpode Huitoto;hux
Hulaulá;huy
Hunzib;huz
Haitian Vodoun Culture Language;hvc
Haveke;hvk
Sabu;hvn
Wané;hwa
Hawaiian Creole;hwc
Hwana;hwo
Hya;hya
Iaai;iai
Iban;iba
Ibibio;ibb
Iwaidja;ibd
Akpes;ibe
Ibanag;ibg
Bih;ibh
Ibaloi;ibl
Agoi;ibm
Ibino;ibn
Ede Ica;ica
Etkywan;ich
Icelandic Sign Language;icl
Islander Creole English;icr
Indo-Portuguese;idb
Ede Idaca;idd
Idi;idi
Idesa;ids
Idaté;idt
Idoma;idu
Amganad Ifugao;ifa
Batad Ifugao;ifb
Ifè;ife
Ifo;iff
Tuwali Ifugao;ifk
Mayoyao Ifugao;ifu
Keley-I Kallahan;ify
Ebira;igb
Igede;ige
Igana;igg
Igala;igl
Kanggape;igm
Ignaciano;ign
Glosa;igs
Igwe;igw
Pidgin Iha;ihb
Ihievbe;ihi
Izon;ijc
Biseni;ije
Ede Ije;ijj
Southeast Ijo;ijs
Eastern Canadian Inuktitut;ike
Iko;iki
Ikulu;ikl
Olulumo-Ikom;iko
Ikpeshi;ikp
Inuit Sign Language;iks
Inuvialuktun;ikt
Ik;ikx
Ikizu;ikz
Ila;ilb
Ilgar;ilg
Ili Turki;ili
Ilongot;ilk
Iranun;ill
Ilocano;ilo
Ilue;ilv
Miluk;iml
Marsian;ims
Milyan;imy
Inga;inb
Deg Xinag;ing
Ingush;inh
Jungle Inga;inj
Indonesian Sign Language;inl
Minaean;inm
Isinai;inn
Iñapari;inp
Intha;int
Ineseño;inz
Inor;ior
Tuma-Irumu;iou
Chiwere;iow
Iquito;iqu
Ikwo;iqw
Iresim;ire
Irarutu;irh
Rigwe;iri
Iraqw;irk
Irula;iru
Iraya;iry
Isconahua;isc
Isnag;isd
Italian Sign Language;ise
Irish Sign Language;isg
Esan;ish
Nkem-Nkum;isi
Ishkashimi;isk
Masimasi;ism
Isanzu;isn
Isoko;iso
Israeli Sign Language;isr
Istriot;ist
Isu;isu
Interslavic;isv
Binongan Itneg;itb
Itene;ite
Judeo-Italian;itk
Itelmen;itl
Itu Mbon Uzo;itm
Itsekiri;its
Itawit;itv
Ito;itw
Itza';itz
Iu Mien;ium
Ibatan;ivb
Ivatan;ivv
Ixil;ixl
Iyayu;iya
Mesaka;iyo
Yaa;iyx
Ingrian;izh
Izere;izr
Izi;izz
Jamamadí;jaa
Hyam;jab
Jakaltek;jac
Jahanka;jad
Jabem;jae
Jara;jaf
Jah Hut;jah
Zazao;jaj
Yalahatan;jal
Jamaican Creole;jam
Janday;jan
Yanyuwa;jao
Yaqay;jaq
New Caledonian Javanese;jas
Jakati;jat
Yaur;jau
Jambi Malay;jax
Yan-nhangu;jay
Jawe;jaz
Arandai;jbj
Barikewa;jbk
Lojban;jbo
Jabutí;jbt
Jukun Takum;jbu
Yawijibaya;jbw
Jamaican Country Sign Language;jcs
Krymchak;jct
Judeo-Tat;jdt
Jeng;jeg
Jeh;jeh
Jeri Kuo;jek
Ngomba;jgo
Jibu;jib
Tol;jic
Bu;jid
Jiiddu;jii
Jimjimen;jim
Jita;jit
Shuar;jiv
Jeju;jje
Kaera;jka
Jamaican Sign Language;jls
Machame;jmc
Yamdena;jmd
Jimi;jmi
Mouwase;jmw
Western Juxtlahuaca Mixtec;jmx
Jangshung;jna
Jandavra;jnd
Jaunsari;jns
Jorá;jor
Jordanian Sign Language;jos
Jowulu;jow
Judeo-Persian;jpr
Jaqaru;jqr
Jarai;jra
Japrería;jru
Japanese Sign Language;jsl
Júma;jua
Jurchen;juc
Hone;juh
Ngadjuri;jui
Jumjum;jum
Juang;jun
Hupdë;jup
Jurúna;jur
Jutish;jut
Wãpha;juw
Javindo;jvd
Caribbean Javanese;jvn
Jwira-Pepesa;jwi
Jaya;jyy
Karakalpak;kaa
Kabyle;kab
Jingpho;kac
Kadara;kad
Kajaman;kag
Fer;kah
Karekare;kai
Jju;kaj
Kayapa Kallahan;kak
Kamba;kam
Kassonke;kao
Bezhta;kap
Capanahua;kaq
Old Javanese;kaw
Kamayurá;kay
Kalarko;kba
Kaxuyana;kbb
Kadiwéu;kbc
Kabardian;kbd
Kanju;kbe
Camsá;kbh
Kaptiau;kbi
Kari;kbj
Grass Koiari;kbk
Iwal;kbm
Kare (Africa);kbn
Kabiyé;kbp
Kamano;kbq
Kafa;kbr
Kande;kbs
Gabadi;kbt
Kamberataro;kbv
Kaiep;kbw
Duhwa;kbz
Lubila;kcc
Tyap;kcg
Kalanga;kck
Kala;kcl
Nubi;kcn
Kanga;kcp
Kikami;kcu
Konongo;kcz
Worimi;kda
Yankunytjatjara;kdd
Makonde;kde
Mamusi;kdf
Seba;kdg
Tem;kdh
Karamojong;kdj
Numèè;kdk
Kunda;kdn
Karaim;kdr
Kuy;kdt
Kadaru;kdu
Kwaja;kdz
Kabuverdianu;kea
Keiga;kec
Eastern Keres;kee
Q'eqchi;kek
Kela-Yela;kel
Kemak;kem
Kenyang;ken
Kera;ker
Kugbo;kes
Ket;ket
Akebu;keu
Kanikkaran;kev
Kewa;kew
Kukna;kex
Kukele;kez
Kodava;kfa
Kolami;kfb
Konda-Dora;kfc
Korra Koraga;kfd
Kota (India);kfe
Koya;kff
Kurichiya;kfh
Kinnauri;kfk
Kung;kfl
Kuk;kfn
Koro (West Africa);kfo
Korku;kfq
Kachchi;kfr
Bilaspuri;kfs
Kanjari;kft
Kullu Pahari;kfx
Kumaoni;kfy
Koromfé;kfz
Komering;kge
Kusunda;kgg
Gamale Kham;kgj
Kaiwá;kgk
Karingani;kgn
Krongo;kgo
Kaingang;kgp
Abun;kgr
Somyev;kgt
Khasi;kha
Lü;khb
Kuturmi;khj
Lusi;khl
Khotanese;kho
Koyra Chiini;khq
Khamti;kht
Khvarshi;khv
Khowar;khw
Ekele;khy
Keapara;khz
Kickapoo;kic
Koshin;kid
Eastern Parbate Kham;kif
Kitsai;kii
Kilivila;kij
Tofa;kim
Kiowa;kio
Sheshi Kham;kip
Kis;kis
Khiamniungan Naga;kix
Q'anjob'al;kjb
Coastal Konjo;kjc
Kisar;kje
Khmu;kjg
Khakas;kjh
Zabana;kji
Khinalug;kjj
Western Parbate Kham;kjl
Kunjen;kjn
Harijan Kinnauri;kjo
Eastern Pwo;kjp
Western Keres;kjq
Kurudu;kjr
Phrae Pwo;kjt
Kashaya;kju
Bumthangkha;kjz
Kakabe;kke
Kalaktang Monpa;kkf
Khün;kkh
Kagulu;kki
Kokota;kkk
Kiong;kkm
Koko-Bera;kkp
Kaiku;kkq
Kir-Balar;kkr
Kirfi;kks
Kangean;kkv
Guugu Yimidhirr;kky
Kaska;kkz
Klamath-Modoc;kla
Kiliwa;klb
Gamilaraay;kld
Tagakaulu Kalagan;klg
Weliki;klh
Khalaj;klj
Kono (Nigeria);klk
Kolom;klm
Kalenjin;kln
Khaling;klr
Kalasha;kls
Nukna;klt
Maskelynes;klv
Lindu;klw
Koluwawa;klx
Kimbundu;kmb
Southern Kam;kmc
Bakole;kme
Kare (New Guinea);kmf
Kâte;kmg
Kami;kmi
Kumarbhag Paharia;kmj
Limos Kalinga;kmk
Tanudan Kalinga;kml
Awtuw;kmn
Northern Kurdish;kmr
Kamasau;kms
Karipúna Creole French;kmv
Kumu;kmw
Khorasani Turkish;kmz
Kanakuru;kna
Lubuagan Kalinga;knb
Konda;knd
Kankanaey;kne
Kanufi;kni
Akatek;knj
Kuranko;knk
Keninjal;knl
Kanamari;knm
Kwanja;knp
Katukina;knt
Kono (Guinea);knu
Kendayan;knx
Konomala;koa
Kpati;koc
Kodi;kod
Kubi;kof
Cogui;kog
Koyo;koh
Komi-Permyak;koi
Konkani;kok
Kota (Gabon);koq
Kosraean;kos
Lagwan;kot
Koyukon;koy
Curripaco;kpc
Kpelle;kpe
Kapingamarangi;kpg
Kofei;kpi
Karajá;kpj
Kpan;kpk
Kpala;kpl
Koho;kpm
Kepkiriwát;kpn
Ikposo;kpo
Karata;kpt
Komi-Zyrian;kpv
Kobon;kpw
Koryak;kpy
Kalagan;kqe
Kakabai;kqf
Kaonde;kqn
Kimaragang;kqr
Kandas;kqw
Koorete;kqy
Korana;kqz
Kumhali;kra
Karkin;krb
Karachay-Balkar;krc
Koro (Vanuatu);krf
Krio;kri
Kinaray-a;krj
Kerek;krk
Karelian;krl
Korop;krp
Kurukh;kru
Kavet;krv
Kryts;kry
Shambala;ksb
Tolai;ksd
Kuni;kse
Bafia;ksf
Kusaghe;ksg
Krisa;ksi
Kansa;ksk
Kumalu;ksl
Borong;ksr
S'gaw Karen;ksw
Kedang;ksx
Kambaata;ktb
Kalkatungu;ktg
North Muyu;kti
Kaniet;ktk
Koroshi;ktl
Kurti;ktm
Karitiâna;ktn
South Muyu;kts
Kituba;ktu
Eastern Katu;ktv
Kato;ktw
Kaxararí;ktx
Kango;kty
Juǀ'hoan;ktz
Auhelawa;kud
Kuman;kue
Western Katu;kuf
Kuikúro;kui
Kuria;kuj
Kumyk;kum
Karipuna;kuq
Kusaal;kus
Kutenai;kut
Upper Kuskokwim;kuu
Kur;kuv
Bagvalal;kva
Kove;kvc
Kalabakan;kve
Komodo;kvh
Kwang;kvi
Kendem;kvm
Dobel;kvo
Geba Karen;kvq
Kerinci;kvr
Dâw;kwa
Kwaio;kwd
Kwara'ae;kwf
Kowiai;kwh
Awa-Cuaiquer;kwi
Kwak'wala;kwk
Kofyar;kwl
Kwangali;kwn
Kwak;kwq
Sara Kaba Náà;kwv
Kwinti;kww
Kwadi;kwz
Kairiru;kxa
Krobu;kxb
Khonso;kxc
Brunei Malay;kxd
Kakihum;kxe
Manumanaw Karen;kxf
Keningau Murut;kxi
Nepali Kurux;kxl
Northern Khmer;kxm
Kanowit;kxn
Manus Koro;kxr
Kangjia;kxs
Kui (India);kxu
Kuvi;kxv
Kwaya;kya
Butbut Kalinga;kyb
Karok;kyh
Kiput;kyi
Karao;kyj
Kuruáya;kyr
Baram Kayan;kys
Western Kayah;kyu
Kayort;kyv
Kudmali;kyw
Kayabí;kyz
Bondoukou Kulango;kzc
Kadai;kzd
Kosena;kze
Da'a Kaili;kzf
Kikai;kzg
Dongolawi;kzh
Kelabit;kzi
Coastal Kadazan;kzj
Kayeli;kzl
Kais;kzm
Kokola;kzn
Kaidipang;kzp
Karang;kzr
Sugut Dusun;kzs
Tambunan Dusun;kzt
Komyandaret;kzv
Kariri;kzw
Kamarian;kzx
Kango-Sua;kzy
Kalabra;kzz
Lacandon;lac
Ladino;lad
Lahnda;lah
Lango (Uganda);laj
Lamba;lam
Laru;lan
Kabba-Laka;lap
Larteh;lar
Gur Lama;las
Lauje;law
Tiwa;lax
Lama Bai;lay
Aribwatsa;laz
Label;lbb
Lak;lbe
Ladakhi;lbj
Central Bontoc;lbk
Libon Bikol;lbl
Laven;lbo
Wampar;lbq
Labu;lbu
Lavatbura-Lamusong;lbv
Tolaki;lbw
Lawangan;lbx
Lardil;lbz
Legenyem;lcc
Lola;lcd
Lisela;lcl
Tungag;lcm
Western Lawa;lcp
Luhu;lcq
Kla;lda
Idun;ldb
Lenyima;ldg
Láadan;ldn
Lufu;ldq
Lendu;led
Leipon;lek
Nomaande;lem
Honduran Lenca;len
Mengisa;leo
Lepcha;lep
Lenkau;ler
Lesing-Gelimi;let
Kara (New Guinea);leu
Ledo Kaili;lew
Luang;lex
Lezgi;lez
Lingua Franca Nova;lfn
Lungga;lga
Laghu;lgb
Lengilu;lgi
Neverver;lgk
Logba;lgq
Lengo;lgr
Pahi;lgt
Lahanan;lhn
Mlahsö;lhs
Lo-Toga;lht
Lahu;lhu
Likum;lib
Hlai;lic
Nyindrou;lid
Limbu;lif
Lihir;lih
Ligurian;lij
Lillooet;lil
Liki;lio
Liberian Kreyol;lir
Lisu;lis
Livonian;liv
Banda-Bambari;liy
Golpa;lja
Li'o;ljl
Lampung Api;ljp
Lakalei;lka
Kabras;lkb
Lakondê;lkd
Laki;lki
Remun;lkj
Lakon;lkn
Kisa;lks
Lakota;lkt
Lolo;llb
Ladin;lld
Lele (Papua New Guinea);lle
Hermit;llf
Lelak;llk
North Efate;llp
Lau;llu
Lauan;llx
Merei;lmb
Lamogai;lmg
Lambichhong;lmh
Raga;lml
Lambadi;lmn
Lombard;lmo
Limbum;lmp
Lamenu;lmu
Lomaiviti;lmv
Lake Miwok;lmw
Laboya;lmy
Lun Bawang;lnd
Linngithigh;lnj
Langam;lnm
Lorediakarkar;lnn
Longuda;lnu
Lanima;lnw
Loloda;loa
Inonhan;loc
Berawan;lod
Lou;loj
Loko;lok
Mongo;lol
Loma;lom
Malawi Lomwe;lon
Loniu;los
Louisiana Creole;lou
Loun;lox
Lozi;loz
Lelepa;lpa
Lipo;lpo
Northern Luri;lrc
Laurentian;lre
Larestani;lrl
Marama;lrm
Larantuka Malay;lrt
Larëvat;lrv
Lemerig;lrz
Lishana Deni;lsd
Lashi;lsi
Aruop;lsr
Lasi;lss
Middle Chinese;ltc
Latgalian;ltg
Leti;lti
Latundê;ltn
Olutsotso;lto
Luba-Kasai;lua
Aringa;luc
Ludian;lud
Luvale;lue
Leizhou Min;luh
Luiseño;lui
Lunanakha;luk
Lunda;lun
Luo;luo
Lucumí;luq
Mizo;lus
Lushootseed;lut
Lumba-Yakkha;luu
Luwati;luv
Luhya;luy
Southern Luri;luz
Lawi;lvi
Lavukaleve;lvk
Lwel;lvl
Eastern Lawa;lwl
Luwo;lwo
Lewo;lww
Layakha;lya
Literary Chinese;lzh
Litzlitz;lzl
Laz;lzz
San Jerónimo Tecóatl Mazatec;maa
Yutanduchi Mixtec;mab
Madurese;mad
Bo-Rukul;mae
Mafa;maf
Magahi;mag
Maithili;mai
